-1.21613 0.00000
-0.71723 0.00000
-0.22181 0.00000
0.15618 0.00000
0.50018 0.00000
0.66279 0.00000
0.98049 0.00000
1.17510 0.00000
1.38312 0.00000
1.42884 0.00000
1.54691 0.00000
1.69492 0.00000
1.81849 0.00000
1.85277 0.00000
1.89111 0.00000
1.95892 0.00000
2.00031 0.00000
2.07725 0.00000
2.11944 0.00000
2.21028 0.00000
2.25134 0.00000
2.28385 0.00000
2.38146 0.00000
2.44235 0.00000
2.47580 0.00000
2.53837 0.00000
2.60280 0.00000
2.67466 0.00000
2.72721 0.00000
2.79312 0.00000
2.80510 0.00000
2.92087 0.00000
3.03298 0.00000
3.07851 0.00000
3.13557 0.00000
3.16119 0.00000
3.28609 0.00000
3.36765 0.00000
3.44302 0.00000
3.45500 0.00000
3.53902 0.00000
3.56138 0.00000
3.61011 0.00000
3.73291 0.00000
3.81091 0.00000
3.89737 0.00000
3.93921 0.00000
4.04177 0.00000
4.15277 0.00000
4.24307 0.00000
4.33938 0.00000
4.39643 0.00000
4.45912 0.00000
4.59369 0.00000
4.62309 0.00000
4.68584 0.00000
4.70970 0.00000
4.75710 0.00000
4.83509 0.00000
4.93627 0.00000
5.05521 0.00000
5.11624 0.00000
5.22939 0.00000
5.30082 0.00000
5.38342 0.00000
5.43013 0.00000
5.54260 0.00000
5.59993 0.00000
5.67536 0.00000
5.82177 0.00000
5.87975 0.00000
5.98539 0.00000
6.04782 0.00000
6.15525 0.00000
6.22026 0.00000
6.29755 0.00000
6.39494 0.00000
6.46511 0.00000
6.52920 0.00000
6.60180 0.00000
6.78614 0.00000
6.84591 0.00000
6.88174 0.00000
6.93786 0.00000
7.04590 0.00000
7.12518 0.00000
7.22415 0.00000
7.27744 0.00000
7.48093 0.00000
7.54750 0.00000
7.65735 0.00000
7.76178 0.00000
7.84299 0.00000
7.87963 0.00000
8.02543 0.00000
8.11639 0.00000
8.28855 0.00000
8.33691 0.00000
8.45125 0.00000
8.57254 0.00000
8.64475 0.00000
8.73135 0.00000
8.85349 0.00000
-1812.45454 1.00000
-1811.87238 1.00000
-1811.26786 1.00000
-1811.19255 1.00000
-1810.92067 1.00000
-1810.77092 1.00000
-1810.52384 1.00000
-1531.59125 1.00000
-524.85170 1.00000
-524.52807 1.00000
-524.52648 1.00000
-523.98970 1.00000
-523.94228 1.00000
-523.85934 1.00000
-523.37025 1.00000
-523.36644 1.00000
-523.33861 1.00000
-523.29113 1.00000
-523.21909 1.00000
-523.16792 1.00000
-523.04971 1.00000
-522.99052 1.00000
-522.90828 1.00000
-522.90060 1.00000
-522.82087 1.00000
-522.75269 1.00000
-522.69858 1.00000
-522.45033 1.00000
-521.84258 1.00000
-521.83287 1.00000
-521.83118 1.00000
-148.84419 1.00000
-148.23025 1.00000
-147.62428 1.00000
-147.55015 1.00000
-147.28339 1.00000
-147.14783 1.00000
-146.91560 1.00000
-113.90885 1.00000
-103.49472 1.00000
-103.45780 1.00000
-103.45687 1.00000
-102.87570 1.00000
-102.86595 1.00000
-102.83407 1.00000
-102.26699 1.00000
-102.25091 1.00000
-102.24070 1.00000
-102.19120 1.00000
-102.18272 1.00000
-102.16211 1.00000
-101.93031 1.00000
-101.91831 1.00000
-101.88321 1.00000
-101.79632 1.00000
-101.77507 1.00000
-101.75245 1.00000
-101.56570 1.00000
-101.53103 1.00000
-101.52730 1.00000
-74.09259 1.00000
-73.98268 1.00000
-73.97197 1.00000
-31.72366 1.00000
-30.78809 1.00000
-30.67246 1.00000
-30.55835 1.00000
-30.18477 1.00000
-29.99037 1.00000
-29.92175 1.00000
-29.90180 1.00000
-29.72800 1.00000
-29.69358 1.00000
-29.48257 1.00000
-29.35798 1.00000
-29.22016 1.00000
-29.09361 1.00000
-29.09036 1.00000
-29.01186 1.00000
-28.81239 1.00000
-28.72564 1.00000
-28.53690 1.00000
-28.34113 1.00000
-27.75030 1.00000
-27.48315 1.00000
-27.39442 1.00000
-20.17779 1.00000
-19.54374 1.00000
-19.11356 1.00000
-18.77593 1.00000
-18.68688 1.00000
-18.57245 1.00000
-18.26626 1.00000
-18.03547 1.00000
-17.90189 1.00000
-17.67966 1.00000
-17.22759 1.00000
-17.16057 1.00000
-17.12618 1.00000
-16.98535 1.00000
-16.76024 1.00000
-16.74480 1.00000
-16.58410 1.00000
-16.16106 1.00000
-15.95671 1.00000
-15.39729 1.00000
-15.12172 1.00000
-14.30106 1.00000
-14.10753 1.00000
-14.05950 1.00000
-13.77572 1.00000
-13.58043 1.00000
-13.41531 1.00000
-13.10666 1.00000
-12.89841 1.00000
-12.85698 1.00000
-12.72120 1.00000
-12.62409 1.00000
-12.59233 1.00000
-12.56498 1.00000
-12.47571 1.00000
-12.41921 1.00000
-12.40375 1.00000
-12.23101 1.00000
-12.11101 1.00000
-12.04978 1.00000
-12.03485 1.00000
-11.97911 1.00000
-11.93376 1.00000
-11.86377 1.00000
-11.80731 1.00000
-11.72567 1.00000
-11.68956 1.00000
-11.64274 1.00000
-11.62444 1.00000
-11.51223 1.00000
-11.43627 1.00000
-11.39451 1.00000
-11.31514 1.00000
-11.27979 1.00000
-11.22312 1.00000
-11.18903 1.00000
-11.17511 1.00000
-11.04325 1.00000
-10.82040 1.00000
-10.73198 1.00000
-10.65324 1.00000
-10.52541 1.00000
-10.50173 1.00000
-10.37334 1.00000
-10.32890 1.00000
-10.28072 1.00000
-10.09033 1.00000
-10.08380 1.00000
-9.79122 1.00000
-3.84835 0.00000
-3.45217 0.00000
-3.38554 0.00000
-3.11605 0.00000
-3.00784 0.00000
-2.97987 0.00000
-2.92000 0.00000
-2.66288 0.00000
-2.60210 0.00000
-2.49125 0.00000
-2.21237 0.00000
-1.57377 0.00000
-1.26755 0.00000
-1.21613 0.00000
-0.71723 0.00000
-0.22181 0.00000
0.15618 0.00000
0.50018 0.00000
0.66279 0.00000
0.98049 0.00000
1.17510 0.00000
1.38312 0.00000
1.42884 0.00000
1.54691 0.00000
1.69492 0.00000
1.81849 0.00000
1.85277 0.00000
1.89111 0.00000
1.95892 0.00000
2.00031 0.00000
2.07725 0.00000
2.11944 0.00000
2.21028 0.00000
2.25134 0.00000
2.28385 0.00000
2.38146 0.00000
2.44235 0.00000
2.47580 0.00000
2.53837 0.00000
2.60280 0.00000
2.67466 0.00000
2.72721 0.00000
2.79312 0.00000
2.80510 0.00000
2.92087 0.00000
3.03298 0.00000
3.07851 0.00000
3.13557 0.00000
3.16119 0.00000
3.28609 0.00000
3.36765 0.00000
3.44302 0.00000
3.45500 0.00000
3.53902 0.00000
3.56138 0.00000
3.61011 0.00000
3.73291 0.00000
3.81091 0.00000
3.89737 0.00000
3.93921 0.00000
4.04177 0.00000
4.15277 0.00000
4.24307 0.00000
4.33938 0.00000
4.39643 0.00000
4.45912 0.00000
4.59369 0.00000
4.62309 0.00000
4.68584 0.00000
4.70970 0.00000
4.75710 0.00000
4.83509 0.00000
4.93627 0.00000
5.05521 0.00000
5.11624 0.00000
5.22939 0.00000
5.30082 0.00000
5.38342 0.00000
5.43013 0.00000
5.54260 0.00000
5.59993 0.00000
5.67536 0.00000
5.82177 0.00000
5.87975 0.00000
5.98539 0.00000
6.04782 0.00000
6.15525 0.00000
6.22026 0.00000
6.29755 0.00000
6.39494 0.00000
6.46511 0.00000
6.52920 0.00000
6.60180 0.00000
6.78614 0.00000
6.84591 0.00000
6.88174 0.00000
6.93786 0.00000
7.04590 0.00000
7.12518 0.00000
7.22415 0.00000
7.27744 0.00000
7.48093 0.00000
7.54750 0.00000
7.65735 0.00000
7.76178 0.00000
7.84299 0.00000
7.87963 0.00000
8.02543 0.00000
8.11639 0.00000
8.28855 0.00000
8.33691 0.00000
8.45125 0.00000
8.57254 0.00000
8.64475 0.00000
8.73135 0.00000
8.85349 0.00000
